iter	RMSE
133	12.29651193
134	12.29370429
135	12.29033601
136	12.28727643
137	12.28166021
138	12.27752021
139	12.27527806
140	12.27139705
141	12.26715939
142	12.26393113
143	12.26034057
144	12.25666991
145	12.25541959
146	12.25179143
147	12.24882878
148	12.24488517
149	12.24194339
150	12.23686723
151	12.23333265
152	12.22831895
153	12.22660814
154	12.2234249
155	12.21947623
156	12.21782242
157	12.21533623
158	12.21091751
159	12.20945123
160	12.20537091
161	12.2025297
162	12.20099481
163	12.19535548
164	12.19239493
165	12.18865283
166	12.18508943
167	12.18271281
168	12.17980917
169	12.17660188
170	12.1727345
171	12.16849159
172	12.16680526
173	12.16532271
174	12.16347051
175	12.15981573
176	12.15426467
177	12.15354734
178	12.15108674
179	12.14720794
180	12.14326356
181	12.13931176
182	12.13569078
183	12.1344779
184	12.13365578
185	12.13011315
186	12.12673956
187	12.12165872
188	12.11700079
189	12.11408997
190	12.11027713
191	12.10576297
192	12.10531476
193	12.10173677
194	12.09930482
195	12.0954522
196	12.09196647
197	12.08756774
198	12.08674068
199	12.0864769
200	12.08463829
201	12.08301646
202	12.07925963
203	12.07602724
204	12.07268869
205	12.06955657
206	12.0652962
207	12.05884953
208	12.05415139
209	12.05128441
210	12.05103834
211	12.04696083
212	12.04171288
213	12.03943873
214	12.03605737
215	12.03239021
216	12.02877969
217	12.02437632
218	12.02007564
219	12.01560365
220	12.01201912
221	12.01009836
222	12.00335623
223	11.99936064
224	11.99386655
225	11.98873385
226	11.98523729
227	11.98360043
228	11.9798261
229	11.97609426
230	11.97225956
231	11.96575979
232	11.96032257
233	11.95578518
234	11.95496708
235	11.95192314
236	11.94825411
237	11.94382275
238	11.93981087
239	11.93543492
240	11.93016174
241	11.92742952
242	11.92354372
243	11.92115236
244	11.917201
245	11.91147422
246	11.90838239
247	11.90439012
248	11.90209249
249	11.90185501
250	11.89981446
251	11.89567777
252	11.89245469
253	11.88809318
254	11.8841277
255	11.88072154
256	11.87836152
257	11.87426891
258	11.87177368
259	11.86998085
260	11.86324399
261	11.8596028
262	11.85619952
263	11.85363265
264	11.84792542
265	11.84309289
266	11.83957592
267	11.83603351
268	11.83020602
269	11.82542388
270	11.82284336
271	11.81736666
272	11.81318634
273	11.8098859
274	11.8069757
275	11.80409681
276	11.80021897
277	11.79667536
278	11.79297042
279	11.78898461
280	11.78586554
281	11.78115406
282	11.77671685
283	11.77378543
284	11.77150341
285	11.76935596
286	11.76449177
287	11.76163738
288	11.75694475
289	11.75275914
290	11.75051969
291	11.74702956
292	11.74450603
293	11.74229284
294	11.73788561
295	11.73295574
296	11.73081049
297	11.72704904
298	11.7233266
299	11.71980094
300	11.7165275
301	11.71275871
302	11.70922086
303	11.7060076
304	11.70296709
305	11.69809612
306	11.69369555
307	11.68887217
308	11.68559112
309	11.68142588
310	11.67736392
311	11.67472025
312	11.67197093
313	11.66786146
314	11.66503934
315	11.66016018
316	11.65553152
317	11.64952042
318	11.64478176
319	11.64206722
320	11.63900772
321	11.63607181
322	11.63292197
323	11.62939048
324	11.62611373
325	11.62399522
326	11.620934
327	11.61787127
328	11.61527615
329	11.61275402
330	11.60788977
331	11.6038693
332	11.6006262
333	11.59782994
334	11.59515795
335	11.58887494
336	11.58592363
337	11.58393297
338	11.58121941
339	11.57833336
340	11.57213745
341	11.5695867
342	11.56604917
343	11.56374173
344	11.56088211
345	11.557977
346	11.55465635
347	11.55237603
348	11.550063
349	11.54638571
350	11.5430938
351	11.53806403
352	11.53679128
353	11.53363218
354	11.52965009
355	11.52589588
356	11.52186127
357	11.51730598
358	11.51444626
359	11.50882825
360	11.50616998
361	11.50288479
362	11.49965771
363	11.49591993
364	11.49310072
365	11.49077895
366	11.48656296
367	11.4824776
368	11.47918329
369	11.47459766
370	11.47181925
371	11.46859422
372	11.46521888
373	11.46229613
374	11.4577217
375	11.45429556
376	11.45156449
377	11.44877012
378	11.44401113
379	11.44386883
380	11.44104582
381	11.43663112
382	11.43333204
383	11.42959248
384	11.42596789
385	11.42008488
386	11.41762734
387	11.41431254
388	11.41159119
389	11.4075899
390	11.40279344
391	11.39818583
392	11.39533356
393	11.39281413
394	11.39036907
395	11.38512097
396	11.3802804
397	11.37809068
398	11.3747013
399	11.37256721
400	11.36862576
401	11.36832104
402	11.36599276
403	11.36409607
404	11.35943203
405	11.35448858
406	11.35276536
407	11.34995483
408	11.34637665
409	11.34165459
410	11.33826917
411	11.33487182
412	11.33231709
413	11.32896789
414	11.32539119
415	11.32199733
416	11.3183075
417	11.31530878
418	11.31318173
419	11.30914391
420	11.3068496
421	11.30340085
422	11.30163133
423	11.29850357
424	11.29728415
425	11.29245337
426	11.28908394
427	11.2883793
428	11.28557407
429	11.28483743
430	11.28326233
431	11.28051456
432	11.27752043
433	11.27390307
434	11.26998341
435	11.26706065
436	11.26471507
437	11.26229245
438	11.26041664
439	11.25793944
440	11.25499618
441	11.25069296
442	11.24862552
443	11.24540157
444	11.24264957
445	11.24060033
446	11.23569763
447	11.23350917
448	11.22894946
449	11.2260224
450	11.22496421
451	11.22154737
452	11.21893416
453	11.21610077
454	11.21374238
455	11.21160256
456	11.20769443
457	11.20570893
458	11.20304224
459	11.19909064
460	11.19425742
461	11.18993696
462	11.18643404
463	11.18447145
464	11.18312467
465	11.17980114
466	11.17694268
467	11.17288773
468	11.170735
469	11.1663516
470	11.16162735
471	11.15722656
472	11.15471618
473	11.15087641
474	11.14783374
475	11.14329902
476	11.14035705
477	11.13716556
478	11.13547032
479	11.13232861
480	11.12959042
481	11.12599147
482	11.12364955
483	11.12028598
484	11.11739844
485	11.11238603
486	11.11003085
487	11.10699762
488	11.10228422
489	11.09890596
490	11.09620684
491	11.09389213
492	11.09139968
493	11.08680181
494	11.08240629
495	11.08046959
496	11.07540186
497	11.07372969
498	11.07143493
499	11.06651233
500	11.06423908
501	11.05903511
502	11.05798031
503	11.05576873
504	11.05374276
505	11.05201313
506	11.04958977
507	11.04850568
508	11.04460261
509	11.04239305
510	11.03967961
511	11.03603637
512	11.03390812
513	11.03010048
514	11.0263518
515	11.02249442
516	11.01757197
517	11.01354137
518	11.01165924
519	11.00842895
520	11.00411876
521	11.00187028
522	10.99930763
523	10.99661694
524	10.99504628
525	10.99160618
526	10.98864491
527	10.98370676
528	10.9817131
529	10.97742587
530	10.97405676
531	10.97123749
532	10.96933263
533	10.96669848
534	10.96215789
535	10.95888827
536	10.95469336
537	10.95250533
538	10.94753308
539	10.94348906
540	10.94005744
541	10.93547533
542	10.93296524
543	10.93050597
544	10.92896944
545	10.92562173
546	10.9238394
547	10.92293034
548	10.92017455
549	10.91829245
550	10.91471791
551	10.9135251
552	10.91065043
553	10.90635973
554	10.90332165
555	10.90130045
556	10.89994763
557	10.8973076
558	10.89319576
559	10.8893607
560	10.88547169
561	10.88195721
562	10.87769511
563	10.87484502
564	10.87271707
565	10.8697753
566	10.86809929
567	10.86560673
568	10.86102371
569	10.85738054
570	10.85459527
571	10.85056673
572	10.84784926
573	10.84357404
574	10.84203398
575	10.83931164
576	10.83698838
577	10.83455621
578	10.83146221
579	10.82891811
580	10.82733995
581	10.82511083
582	10.82211113
583	10.82078928
584	10.81839632
585	10.81493967
586	10.81330001
587	10.80898168
588	10.80444973
589	10.80176016
590	10.800472
591	10.79904277
592	10.79669698
593	10.79474307
594	10.7913549
595	10.7893712
596	10.78764277
597	10.78560089
598	10.78324122
599	10.78102909
600	10.77736346
601	10.77497216
602	10.77352814
603	10.76980528
604	10.76752862
605	10.76264634
606	10.7592918
607	10.75558825
608	10.75172453
609	10.74861892
610	10.74757575
611	10.74555344
612	10.74289316
613	10.74100163
614	10.73710385
615	10.73582788
616	10.73347046
617	10.73092117
618	10.72904144
619	10.72653763
620	10.72337687
621	10.72209813
622	10.71898977
623	10.71652591
624	10.71439011
625	10.71221745
626	10.70739764
627	10.70481694
628	10.70022829
629	10.69677603
630	10.69312048
631	10.69082701
632	10.68900969
633	10.6855919
634	10.68177789
635	10.67790535
636	10.67577361
637	10.67205407
638	10.66863115
639	10.66623386
640	10.66287609
641	10.66010875
642	10.65810522
643	10.6545414
644	10.65028688
645	10.64765697
646	10.64439755
647	10.64248
648	10.63975509
649	10.63650708
650	10.63400256
651	10.63174046
652	10.62837192
653	10.62561806
654	10.62334489
655	10.62188039
656	10.61738928
657	10.61338792
658	10.6102582
659	10.60882333
660	10.6054266
661	10.60271441
662	10.60094863
663	10.60085206
664	10.59871456
665	10.59548258
666	10.59133803
667	10.58853788
668	10.58610728
669	10.58327451
670	10.58130926
671	10.57827205
672	10.57592179
673	10.57280247
674	10.57079194
675	10.56735245
676	10.56389509
677	10.56107838
678	10.55919811
679	10.55570036
680	10.55417473
681	10.5520986
682	10.54926908
683	10.54698599
684	10.54538735
685	10.54308391
686	10.54027444
687	10.53660169
688	10.53369816
689	10.53145578
690	10.52828223
691	10.52488456
692	10.52200282
693	10.51839918
694	10.51692786
695	10.51517512
696	10.51142548
697	10.5092526
698	10.50917122
699	10.50754984
700	10.50512779
701	10.50358312
702	10.50139839
703	10.49843471
704	10.49701391
705	10.4953506
706	10.49295402
707	10.49008946
708	10.48707657
709	10.48515029
710	10.48255355
711	10.47973777
712	10.47851056
713	10.4756982
714	10.4707968
715	10.468187
716	10.46547205
717	10.46206429
718	10.4591221
719	10.45403552
720	10.45082161
721	10.44797838
722	10.44668725
723	10.44381432
724	10.44254952
725	10.43960204
726	10.43790657
727	10.43610399
728	10.43229168
729	10.42849051
730	10.42583978
731	10.42216447
732	10.41904932
733	10.41619421
734	10.41349811
735	10.4099439
736	10.40632513
737	10.40369127
738	10.39987762
739	10.39738722
740	10.39436824
741	10.39316132
742	10.38930283
743	10.38588874
744	10.38199906
745	10.38017581
746	10.37769193
747	10.37560234
748	10.37230391
749	10.37124537
750	10.36930596
751	10.36588859
752	10.36147884
753	10.35940092
754	10.35696136
755	10.35512444
756	10.35258221
757	10.35139328
758	10.34945922
759	10.34689376
760	10.34414145
761	10.33944616
762	10.33823933
763	10.33543838
764	10.33425961
765	10.33173575
766	10.32812454
767	10.32517324
768	10.32260671
769	10.3197523
770	10.31770915
771	10.31582718
772	10.3135666
773	10.31082798
774	10.30830619
775	10.30605986
776	10.3042042
777	10.29974227
778	10.29775205
779	10.29576139
780	10.29463288
781	10.29292413
782	10.29007824
783	10.28801314
784	10.28572793
785	10.28337813
786	10.28008466
787	10.27933977
788	10.27533377
789	10.27287022
790	10.2693051
791	10.26773182
792	10.26662743
793	10.26433896
794	10.26199801
795	10.26106975
796	10.25801481
797	10.25459762
798	10.25253805
799	10.25026759
800	10.24911703
801	10.24632185
802	10.24347262
803	10.24098008
804	10.2393937
805	10.23716039
806	10.23346532
807	10.23095895
808	10.23001397
809	10.22697714
810	10.22395285
811	10.22086754
812	10.21714872
813	10.21535652
814	10.21151643
815	10.20855567
816	10.2069769
817	10.20464032
818	10.20290007
819	10.20049238
820	10.19786023
821	10.19655326
822	10.19361334
823	10.19239234
824	10.18939783
825	10.18765817
826	10.18537539
827	10.1830749
828	10.18018104
829	10.17746546
830	10.1739403
831	10.1699413
832	10.16672353
833	10.16447006
834	10.1629953
835	10.15964223
836	10.15704721
837	10.15483385
838	10.15241726
839	10.14947738
840	10.14739943
841	10.14426095
842	10.14243474
843	10.14034018
844	10.13961452
845	10.13693338
846	10.13316519
847	10.13070079
848	10.1302237
849	10.12885781
850	10.12673268
851	10.12665905
852	10.12439435
853	10.12126982
854	10.12050209
855	10.1184199
856	10.11579217
857	10.11267691
858	10.11068229
859	10.10764419
860	10.10415563
861	10.10144557
862	10.09932646
863	10.09730615
864	10.09429139
865	10.09174351
866	10.08865422
867	10.08460068
868	10.08288593
869	10.08017014
870	10.07822875
871	10.07599909
872	10.07288242
873	10.07014806
874	10.06623727
875	10.06400662
876	10.06154714
877	10.05863494
878	10.0562624
879	10.05384645
880	10.0514438
881	10.04752179
882	10.045918
883	10.04356477
884	10.04163398
885	10.03837256
886	10.0352282
887	10.03251912
888	10.03058146
889	10.02814304
890	10.02547614
891	10.02221987
892	10.02001169
893	10.0163681
894	10.01340361
895	10.01031351
896	10.0085161
897	10.00564559
898	10.00398363
899	10.00107111
900	9.997994812
901	9.995871913
902	9.991627949
903	9.98850619
904	9.986205324
905	9.98398236
906	9.981983031
907	9.979557278
908	9.975614528
909	9.973752197
910	9.971202932
911	9.97065717
912	9.9687992
913	9.967397474
914	9.96576944
915	9.961881458
916	9.959183883
917	9.956693438
918	9.954949348
919	9.95365344
920	9.951867309
921	9.949787506
922	9.947292565
923	9.944067852
924	9.942117046
925	9.941562651
926	9.939811395
927	9.937424259
928	9.936501666
929	9.934404027
930	9.931192852
931	9.92798328
932	9.924592224
933	9.922186773
934	9.92079365
935	9.920289224
936	9.918428013
937	9.915510136
938	9.914418821
939	9.913937222
940	9.913490488
941	9.912673641
942	9.909545136
943	9.906988918
944	9.905519316
945	9.902504563
946	9.900479586
947	9.898168006
948	9.895696111
949	9.894398735
950	9.891393598
951	9.889022173
952	9.886603807
953	9.884234074
954	9.881699356
955	9.878837448
956	9.87672857
957	9.873722741
958	9.871969823
959	9.868939727
960	9.866896753
961	9.864593945
962	9.862523017
963	9.859461629
964	9.857439594
965	9.855615667
966	9.853869714
967	9.85112335
968	9.849288879
969	9.847081066
970	9.844300308
971	9.841151169
972	9.837806251
973	9.834232294
974	9.833609308
975	9.831466543
976	9.828971916
977	9.826045263
978	9.822924494
979	9.819469011
980	9.816835132
981	9.814207953
982	9.811525512
983	9.809724211
984	9.807506664
985	9.805918634
986	9.803580418
987	9.800751526
988	9.797787972
989	9.795432905
990	9.792912667
991	9.789153909
992	9.786793208
993	9.784976711
994	9.782575008
995	9.78148444
996	9.777856817
997	9.776036474
998	9.774190812
999	9.772303542
84
73
